,item,item_name,era,style,gender,season,tpo,fit,brightness,temperature,weight,nice_nice,nice_no,urban_no,urban_urban,trendy_no,trendy_trendy,sophisticated_no,sophisticated_sophisticated,clean_clean,clean_no,magnificent_magnificent,magnificent_no,unique_no,unique_unique,easy_easy,easy_no,open_no,open_open mined,practical_no,practical_practical,activity_activity,activity_no,comfortable_comfortable,comfortable_no,bubbly_bubbly,bubbly_no,feminine_feminine,feminine_no,manly_manly,manly_no,soft_no,soft_soft
6435,6435,W_07798_19_normcore_W.jpg,2019,normcore,W,spring fall summer,daily leisure sports,appropriate tight,bright,warm,light,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
6436,6436,W_07799_70_hippie_W.jpg,1970,hippie,W,summer,social gathering social trip vacation,appropriate tight,bright,warm,light,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0
6437,6437,W_07801_19_normcore_W.jpg,2019,normcore,W,summer,date,appropriate,bright dark,cold warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1
6438,6438,W_07802_70_hippie_W.jpg,1970,hippie,W,spring fall summer,social gathering,appropriate loose,bright,warm,light,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6439,6439,W_07804_60_popart_W.jpg,1960,popart,W,spring fall,daily social gathering social trip vacation,appropriate loose,bright,cold warm,heavy light,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0
6440,6440,W_07805_50_feminine_W.jpg,1950,feminine,W,summer,social trip vacation,appropriate,bright,warm,light,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
6441,6441,W_07806_60_minimal_W.jpg,1960,minimal,W,spring fall summer,attendance daily,appropriate loose,bright dark,cold warm,heavy light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
6442,6442,W_07807_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,appropriate,dark,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
6443,6443,W_07809_70_hippie_W.jpg,1970,hippie,W,summer,social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0
6444,6444,W_07811_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,attendance daily date,appropriate tight,bright,warm,heavy light,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0
6445,6445,W_07812_50_feminine_W.jpg,1950,feminine,W,summer,date social trip vacation,appropriate,bright,cold warm,light,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
6446,6446,W_07813_80_bodyconscious_W.jpg,1980,bodyconscious,W,spring fall summer,date social trip vacation,tight,bright dark,cold warm,heavy light,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
6447,6447,W_07814_00_oriental_W.jpg,2000,oriental,W,spring fall,daily social trip vacation,appropriate loose,bright dark,warm,light,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0
6448,6448,W_07815_90_kitsch_W.jpg,1990,kitsch,W,summer,daily social trip vacation,appropriate tight,bright,warm,light,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0
6449,6449,W_07816_10_sportivecasual_W.jpg,2010,sportivecasual,W,spring fall winter,daily leisure sports,appropriate loose tight,bright dark,warm,heavy light,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0
6450,6450,W_07817_50_classic_W.jpg,1950,classic,W,spring fall,attendance event,appropriate,dark,warm,heavy,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
6451,6451,W_07818_70_disco_W.jpg,1970,disco,W,summer,attendance social trip vacation,tight,bright,cold warm,light,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1
6452,6452,W_07819_00_ecology_W.jpg,2000,ecology,W,spring fall,attendance daily event social gathering,appropriate loose,bright,cold warm,light,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1
6453,6453,W_07820_90_grunge_W.jpg,1990,grunge,W,winter,daily social gathering,loose,dark,cold,heavy light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0
6454,6454,W_07821_90_kitsch_W.jpg,1990,kitsch,W,spring fall,daily,appropriate loose,bright,warm,light,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0
6455,6455,W_07822_90_kitsch_W.jpg,1990,kitsch,W,winter,daily,appropriate,dark,warm,heavy,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
6456,6456,W_07823_19_normcore_W.jpg,2019,normcore,W,spring fall,daily date,appropriate loose,bright,cold,light,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0
6457,6457,W_07824_70_punk_W.jpg,1970,punk,W,spring fall winter,daily date,appropriate,dark,cold,heavy,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
6458,6458,W_07825_90_kitsch_W.jpg,1990,kitsch,W,spring fall,daily,appropriate,dark,warm,heavy light,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0
6459,6459,W_07826_19_lounge_W.jpg,2019,lounge,W,summer,daily social trip vacation,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
6460,6460,W_07827_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,appropriate,bright,cold warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
6461,6461,W_07828_90_kitsch_W.jpg,1990,kitsch,W,summer,daily social gathering social trip vacation,appropriate loose tight,bright,cold warm,light,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0
6462,6462,W_07829_50_feminine_W.jpg,1950,feminine,W,summer,date,tight,bright,cold,light,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
6463,6463,W_07830_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,appropriate,bright,warm,light,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
6464,6464,W_07831_70_disco_W.jpg,1970,disco,W,summer,daily event social trip vacation,appropriate loose,dark,cold,light,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
6465,6465,W_07832_70_hippie_W.jpg,1970,hippie,W,spring fall,date,appropriate,dark,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0
6466,6466,W_07833_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,appropriate loose,dark,cold,heavy,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
6467,6467,W_07834_70_disco_W.jpg,1970,disco,W,spring fall summer,attendance date social gathering,appropriate tight,bright,cold warm,light,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0
6468,6468,W_07835_00_oriental_W.jpg,2000,oriental,W,spring fall,daily date event social gathering,appropriate loose,bright,cold warm,light,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
6469,6469,W_07836_70_hippie_W.jpg,1970,hippie,W,summer,daily social gathering,appropriate,bright,warm,light,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
6470,6470,W_07837_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,appropriate,bright dark,cold warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
6471,6471,W_07838_90_lingerie_W.jpg,1990,lingerie,W,spring fall summer,social gathering social trip vacation,appropriate tight,bright,cold warm,light,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
6472,6472,W_07839_70_hippie_W.jpg,1970,hippie,W,spring fall,attendance,appropriate,dark,warm,heavy light,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0
6473,6473,W_07840_19_normcore_W.jpg,2019,normcore,W,summer,daily,appropriate,bright,cold warm,light,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
6474,6474,W_07841_70_hippie_W.jpg,1970,hippie,W,summer,social trip vacation,appropriate,bright,warm,light,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
6475,6475,W_07842_00_ecology_W.jpg,2000,ecology,W,spring fall,attendance daily,appropriate loose,bright dark,cold warm,heavy light,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
6476,6476,W_07843_70_hippie_W.jpg,1970,hippie,W,spring fall summer,daily social trip vacation,appropriate,bright,warm,light,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
6477,6477,W_07844_00_oriental_W.jpg,2000,oriental,W,spring fall summer,daily date,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
6478,6478,W_07845_00_oriental_W.jpg,2000,oriental,W,summer,social trip vacation,appropriate loose,bright,warm,light,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0
6479,6479,W_07846_00_cityglam_W.jpg,2000,cityglam,W,spring fall,attendance daily etc social gathering,appropriate tight,bright,cold warm,light,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
6480,6480,W_07847_19_genderless_W.jpg,2019,genderless,W,spring fall,daily,appropriate,dark,warm,light,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
6481,6481,W_07848_70_hippie_W.jpg,1970,hippie,W,spring fall summer,daily date social gathering,appropriate loose,bright dark,warm,light,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
6482,6482,W_07849_90_kitsch_W.jpg,1990,kitsch,W,spring fall,daily social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0
6483,6483,W_07850_00_oriental_W.jpg,2000,oriental,W,spring fall,social gathering,tight,dark,cold,heavy light,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0
6484,6484,W_07851_70_disco_W.jpg,1970,disco,W,summer,date leisure sports social trip vacation,tight,bright,cold,light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
6485,6485,W_07852_70_hippie_W.jpg,1970,hippie,W,summer,social trip vacation,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1
6486,6486,W_07853_90_lingerie_W.jpg,1990,lingerie,W,spring fall,event social gathering,appropriate,dark,cold warm,heavy,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6487,6487,W_07854_90_lingerie_W.jpg,1990,lingerie,W,summer,daily social gathering social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
6488,6488,W_07855_70_disco_W.jpg,1970,disco,W,summer,date social trip vacation,appropriate,bright,warm,light,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
6489,6489,W_07856_19_genderless_W.jpg,2019,genderless,W,spring fall winter,daily,loose,dark,warm,heavy,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0
6490,6490,W_07857_70_disco_W.jpg,1970,disco,W,summer,social gathering,tight,bright,warm,light,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
6491,6491,W_07858_70_disco_W.jpg,1970,disco,W,spring fall summer,attendance date,appropriate tight,bright,cold warm,light,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0
6492,6492,W_07859_90_lingerie_W.jpg,1990,lingerie,W,summer,social gathering,tight,bright,cold,light,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6493,6493,W_07860_90_kitsch_W.jpg,1990,kitsch,W,spring fall summer,social gathering social trip vacation,appropriate,bright,warm,heavy light,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6494,6494,W_07861_00_oriental_W.jpg,2000,oriental,W,spring fall summer,date social trip vacation,loose tight,bright dark,cold warm,light,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0
6495,6495,W_07862_00_cityglam_W.jpg,2000,cityglam,W,summer,leisure sports social trip vacation,tight,bright,cold warm,light,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
6496,6496,W_07863_19_normcore_W.jpg,2019,normcore,W,summer,attendance social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0
6497,6497,W_07864_70_disco_W.jpg,1970,disco,W,spring fall,daily etc,appropriate tight,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
6498,6498,W_07865_19_genderless_W.jpg,2019,genderless,W,spring fall,daily,appropriate,bright,cold,light,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
6499,6499,W_07866_90_kitsch_W.jpg,1990,kitsch,W,spring fall summer,daily date,appropriate tight,bright,cold warm,light,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0
6500,6500,W_07867_19_normcore_W.jpg,2019,normcore,W,summer,daily,appropriate,bright dark,cold warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0
6501,6501,W_07868_70_hippie_W.jpg,1970,hippie,W,summer,social trip vacation,tight,dark,warm,light,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0
6502,6502,W_07869_90_hiphop_W.jpg,1990,hiphop,W,spring fall summer,date social trip vacation,appropriate,bright,cold warm,light,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0
6503,6503,W_07870_00_cityglam_W.jpg,2000,cityglam,W,spring fall summer,daily date etc social gathering,appropriate loose tight,dark,cold,heavy light,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
6504,6504,W_07871_00_cityglam_W.jpg,2000,cityglam,W,spring fall,daily social gathering,appropriate tight,bright dark,cold warm,heavy light,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
6505,6505,W_07872_19_lounge_W.jpg,2019,lounge,W,summer,date,appropriate,bright,cold,light,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0
6506,6506,W_07873_70_hippie_W.jpg,1970,hippie,W,summer,date social trip vacation,appropriate loose,bright,cold warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
6507,6507,W_07874_19_normcore_W.jpg,2019,normcore,W,spring fall,social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
6508,6508,W_07875_70_hippie_W.jpg,1970,hippie,W,summer,social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0
6509,6509,W_07876_80_bodyconscious_W.jpg,1980,bodyconscious,W,summer,daily date social trip vacation,appropriate tight,bright,cold warm,light,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
6510,6510,W_07877_70_disco_W.jpg,1970,disco,W,summer,date social trip vacation,tight,bright,cold warm,light,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
6511,6511,W_07878_19_normcore_W.jpg,2019,normcore,W,summer,daily social gathering,loose,bright dark,cold warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0
6512,6512,W_07879_70_hippie_W.jpg,1970,hippie,W,summer,social gathering social trip vacation,appropriate tight,bright,warm,light,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1
6513,6513,W_07880_70_hippie_W.jpg,1970,hippie,W,spring fall,daily,appropriate,bright,cold,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
6514,6514,W_07881_00_oriental_W.jpg,2000,oriental,W,summer,social trip vacation,appropriate loose tight,bright,cold warm,light,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
6515,6515,W_07882_10_athleisure_W.jpg,2010,athleisure,W,spring fall,daily leisure sports,appropriate loose,bright dark,cold warm,heavy light,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
6516,6516,W_07883_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,appropriate loose,bright dark,cold warm,heavy light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
6517,6517,W_07884_70_hippie_W.jpg,1970,hippie,W,summer,daily date event,appropriate loose,bright,cold warm,light,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
6518,6518,W_07885_70_hippie_W.jpg,1970,hippie,W,summer,leisure sports,loose,bright,warm,light,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
6519,6519,W_07886_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance daily,loose,bright,warm,light,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0
6520,6520,W_07887_19_normcore_W.jpg,2019,normcore,W,spring fall,daily social trip vacation,appropriate,bright,cold warm,light,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0
6521,6521,W_07888_50_feminine_W.jpg,1950,feminine,W,summer,social trip vacation,appropriate,bright,warm,light,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0
6522,6522,W_07889_19_normcore_W.jpg,2019,normcore,W,spring fall,daily leisure sports,appropriate loose,bright dark,cold warm,heavy,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1
6523,6523,W_07890_70_punk_W.jpg,1970,punk,W,spring fall,daily social trip vacation,appropriate loose,bright dark,warm,light,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
6524,6524,W_07891_50_classic_W.jpg,1950,classic,W,spring fall,attendance,tight,bright,cold,light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1
6525,6525,W_07892_19_genderless_W.jpg,2019,genderless,W,spring fall,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0
6526,6526,W_07893_90_kitsch_W.jpg,1990,kitsch,W,spring fall summer,daily date,appropriate tight,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
6527,6527,W_07894_00_cityglam_W.jpg,2000,cityglam,W,summer,social trip vacation,tight,bright,warm,light,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0
6528,6528,W_07895_70_hippie_W.jpg,1970,hippie,W,spring fall summer,social trip vacation,appropriate loose,bright,cold,light,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
6529,6529,W_07896_70_disco_W.jpg,1970,disco,W,spring fall,daily etc,loose,dark,cold warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0
6530,6530,W_07897_19_normcore_W.jpg,2019,normcore,W,winter,daily,loose,dark,warm,heavy,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
6531,6531,W_07898_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance daily,appropriate,bright dark,cold warm,heavy light,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
6532,6532,W_07899_19_normcore_W.jpg,2019,normcore,W,spring fall winter,daily,loose,bright dark,cold warm,heavy light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0
6533,6533,W_07900_50_classic_W.jpg,1950,classic,W,summer,daily social trip vacation,tight,bright,cold warm,light,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
6534,6534,W_07901_50_feminine_W.jpg,1950,feminine,W,spring fall summer,attendance date,appropriate,bright dark,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1
6535,6535,W_07904_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance event social gathering,appropriate loose tight,bright dark,cold warm,heavy light,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
6536,6536,W_07905_70_disco_W.jpg,1970,disco,W,spring fall winter,daily event,appropriate,bright dark,warm,heavy,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
6537,6537,W_07906_00_ecology_W.jpg,2000,ecology,W,spring fall,attendance daily,loose,bright dark,warm,heavy light,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1
6538,6538,W_07907_19_normcore_W.jpg,2019,normcore,W,spring fall winter,attendance daily,appropriate tight,dark,cold warm,heavy light,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0
6539,6539,W_07908_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance daily date event,appropriate loose,bright,cold warm,light,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
6540,6540,W_07909_80_powersuit_W.jpg,1980,powersuit,W,spring fall summer,event social gathering social trip vacation,appropriate loose,bright,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
6541,6541,W_07910_50_classic_W.jpg,1950,classic,W,spring fall,attendance,appropriate,dark,warm,heavy,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
6542,6542,W_07911_70_disco_W.jpg,1970,disco,W,summer,event,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
6543,6543,W_07912_50_classic_W.jpg,1950,classic,W,spring fall winter,attendance,appropriate,bright dark,cold warm,heavy,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1
6544,6544,W_07913_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0
6545,6545,W_07914_70_punk_W.jpg,1970,punk,W,spring fall,daily,loose,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
